Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,ticker,Adj Close
2010-01-04 00:00:00-05:00,6.407193227963411,6.439314685252985,6.3756721867282895,6.424604892730713,493729600.0,0.0,0.0,AAPL,
2010-01-05 00:00:00-05:00,6.442317391160505,6.472037185269431,6.4017897068824965,6.435712814331055,601904800.0,0.0,0.0,AAPL,
2010-01-06 00:00:00-05:00,6.435712998447995,6.461230281570904,6.326739882515293,6.333344459533691,552160000.0,0.0,0.0,AAPL,
2010-01-07 00:00:00-05:00,6.356759182999326,6.364264383327154,6.275704622705846,6.3216352462768555,477131200.0,0.0,0.0,AAPL,
2010-01-08 00:00:00-05:00,6.313230401843963,6.3642649671311435,6.276006208050368,6.363664150238037,447610800.0,0.0,0.0,AAPL,
2010-01-11 00:00:00-05:00,6.388280138025751,6.394284298208381,6.257692860547633,6.307526588439941,462229600.0,0.0,0.0,AAPL,
2010-01-12 00:00:00-05:00,6.279907231093502,6.297319696934829,6.196752015047131,6.235777854919434,594459600.0,0.0,0.0,AAPL,
2010-01-13 00:00:00-05:00,6.2402825872169565,6.33214344689604,6.127106554697644,6.323737621307373,605892000.0,0.0,0.0,AAPL,
2010-01-14 00:00:00-05:00,6.3075278151255025,6.318034696676718,6.274805536578112,6.287113666534424,432894000.0,0.0,0.0,AAPL,
2010-01-15 00:00:00-05:00,6.332142521001956,6.352256457862323,6.18024087381016,6.182042121887207,594067600.0,0.0,0.0,AAPL,
2010-01-19 00:00:00-05:00,6.254090625461127,6.460028518579311,6.2213691535354,6.4555253982543945,730007600.0,0.0,0.0,AAPL,
2010-01-20 00:00:00-05:00,6.451622553329798,6.470835465485497,6.289214025269366,6.356159210205078,612152800.0,0.0,0.0,AAPL,
2010-01-21 00:00:00-05:00,6.366667349187989,6.403591739915323,6.2204688225918865,6.246285915374756,608154400.0,0.0,0.0,AAPL,
2010-01-22 00:00:00-05:00,6.207558491091353,6.229172663220108,5.918765238923882,5.936476707458496,881767600.0,0.0,0.0,AAPL,
2010-01-25 00:00:00-05:00,6.079373957879197,6.145117514813064,6.0097272955997,6.096185207366943,1065699600.0,0.0,0.0,AAPL,
2010-01-26 00:00:00-05:00,6.182642737319399,6.41559895224473,6.081475038599557,6.182342529296875,1867110000.0,0.0,0.0,AAPL,
2010-01-27 00:00:00-05:00,6.209660487789186,6.3216352714437996,5.989913031056739,6.240581512451172,1722568400.0,0.0,0.0,AAPL,
2010-01-28 00:00:00-05:00,6.152023548785045,6.169134606746448,5.964997933719202,5.9827094078063965,1173502400.0,0.0,0.0,AAPL,
2010-01-29 00:00:00-05:00,6.036443260899558,6.070065747902277,5.71132528281301,5.765661716461182,1245952400.0,0.0,0.0,AAPL,
2010-02-01 00:00:00-05:00,5.7749686552281725,5.8839417473211935,5.74284720292578,5.845816135406494,749876400.0,0.0,0.0,AAPL,
2010-02-02 00:00:00-05:00,5.881240725344817,5.893548852678057,5.805289703697114,5.879739284515381,698342400.0,0.0,0.0,AAPL,
2010-02-03 00:00:00-05:00,5.859025319869741,6.010026738813997,5.8365101204670395,5.980906963348389,615328000.0,0.0,0.0,AAPL,
2010-02-04 00:00:00-05:00,5.905855576408124,5.955088879004967,5.75095228100284,5.76536226272583,757652000.0,0.0,0.0,AAPL,
2010-02-05 00:00:00-05:00,5.782775572214502,5.883943283219549,5.729339339339847,5.867732048034668,850306800.0,0.0,0.0,AAPL,
2010-02-08 00:00:00-05:00,5.874638415317915,5.940382390205101,5.823904044773766,5.8275065422058105,478270800.0,0.0,0.0,AAPL,
2010-02-09 00:00:00-05:00,5.896551868660504,5.928973538768982,5.846418323139816,5.889647483825684,632886800.0,0.0,0.0,AAPL,
2010-02-10 00:00:00-05:00,5.880639610040027,5.901954779473762,5.831707307859159,5.857524394989014,370361600.0,0.0,0.0,AAPL,
2010-02-11 00:00:00-05:00,5.850320035193965,5.996518134753807,5.825703378312862,5.9640960693359375,550345600.0,0.0,0.0,AAPL,
2010-02-12 00:00:00-05:00,5.947284436592967,6.053255856972336,5.868932152327783,6.015430450439453,655468800.0,0.0,0.0,AAPL,
2010-02-16 00:00:00-05:00,6.06226287790162,6.114798085924142,6.049654540203527,6.10609245300293,543737600.0,0.0,0.0,AAPL,
2010-02-17 00:00:00-05:00,6.129808945268133,6.133411442489012,6.029841651448157,6.080576419830322,436396800.0,0.0,0.0,AAPL,
